text,dominant_topic,topic_contribution
"A man with a $35,000 a year salary, whose wife pays all the living expenses and the income taxes, ought to pay his own debts out of his salary.",1,0.7099989402833932
"If you do, even a quarter of a million dollars won’t last very long.",2,0.5249894441279787
"글쎄요, 나는 당신이 그에게 정직해져야 한다고 생각합니다. 그가 별거를 요구한다면, 솔직하게 대하고 그가 원하는 대로 해주세요. 그에게 말하세요. '좋아요, 당신이 원하는 만큼 별거해요. 하지만 이번에는 진짜가 될 거예요.'라고요. 목요일 저녁 식사도, 일요일 저녁 식사도 없을 겁니다. 나는 모든 문과 창문의 자물쇠를 다 바꿀 거예요.",9,0.9249999999861873
"I’m a psychiatrist, not a lawyer. But I can refer you to an honest lawyer.",8,0.6199886229683337
How did I lie by implication.,8,0.7749999997923713
"If I had told you to get a divorce for personal reasons, what would you have done?",1,0.8199892555027235
"That’s right. Now, what have you been doing the last six months",1,0.2879423535397625
"Every time she came in to make a complaint about her husband, she realized the truth and meaning of my calling her husband a born loser. That is why I called her up the first time, to tell her that her husband was a born loser.",1,0.29852069314091567
"Well, don’t you think so? He lost his wife, his family. He has to spend his own money to support himself. He had to pay money to support his children. He has to pay his own income tax.",1,0.3868171181677533
You think so? Any young married man who will impose upon his wife in the first seven years in...,1,0.6374986227835503
"Yes, because he isn’t going to see anybody untie him.",8,0.41999884966163603
I don’t think he will ever be ready.,6,0.7749693052641319
"And now, Christine, you go in my office — somewhere there — and find an envelope with case histories. It’s a manila envelope. It is probably in the stationery stand beside the desk. A 30-year-old man ought not to go across town at 1:00 a.m. to fix a leaky faucet for his mother.",1,0.6522029127119943
And he should pay for his own income tax.,1,0.7749999996125145
"Now, who has a good reading voice in English? Don’t shout all at once.",2,0.5166552683984649
Read that letter aloud.,8,0.699999999921433
"Here is a patient who called me up several weeks previously. I said, “Hello.” And he said, “Ba-ba, be, be, be, be, ba.” I said, “Write to me,” and hung up.",1,0.7591459878660499
All right.,6,0.5499767615438048
Then you know what you would do if you got a letter like that. But listen to his reply.,8,0.5334600065796201
"1) Ugly realities are never brushed away by ‘a mere flick of the pen.’ They remain until the patient develops sufficient honesty to abandon them. 2) A simplified statement of the truth is not an ensuing onslaught. 3) For one to be not aware of all those games, your skill in all those games I mentioned as well as those games I did not mention betokened long and diligent practice to become unaware of ‘ those games.’ 4) You are overwhelmed by my ‘perspicacity.’ Actually, you are in no position to attempt to offer a compliment to anybody. 5) As for an ‘understandable tone of indignation,’ you are, as is customary for you, mistaken. It was a tone of amusement sufficiently great to gamble that you would be induced to write a letter of reply. 6) With slightly more effort you could have come up with a far better understatement than ‘ my problem does not seem unfamiliar to you.’ 7) The availability of a large container nearly full of salt made it almost possible to accept your statement, ‘yes, I do want to be your patient.’ Even if the container had been full I doubt that the outcome could have been otherwise. 8) ‘...my failure neurosis is highly treasured – aren’t they all?’ is so ridiculously absurd that, looked at freely, it conceivably could embarrass even you. 9) An ‘apology’ for a pretentious restriction is actually an irrelevancy and does not bear upon the actual issue. 10) You state that you treasure your neurosis ‘highly’ and then append the word ‘humbly’ thus affording a contrast serving no end but that of amusement. 11) You write ‘I still am fearful of you’ when really you have a highly treasured failure neurosis’ much more deserving of your fear. 12) I do appreciate your voluntary efforts to amuse me. With the same sincerity as before, Milton H. Erickson, M.D.",1,0.2525639866422625
"I suggest that you write to me around April 19-20, expressing your wishes and purposes in asking for an appointment with me. Sincerely, Milton H. Erickson, M.D.",1,0.6502966933708973
Dr. Erickson is not receiving phone calls.,1,0.619999255463486
"Your special delivery letter arrived with 20 cents postage due and terminated with an insistence on a telephone conversation despite my earlier request for written communication rather than an attempted verbal communication. You expressed a wish, which you qualified as a possible fantasy, to get in touch with and resolve my early childhood family situation.’ This is merely a request for insight into an unchangeable past, not therapy. You express a want but not an intention to resolve a childhood sibling rivalry but you make no mention of wanting to meet the simplest needs of adulthood. You base your request for therapy on the beliefs and hopes of Dr. L., which are positive in contrast to your wealth of negative expectations and dubious desires. To accept you as a patient I would require evidence of a capacity to accept responsibility for a substandard minimal self-sufficiency. Yours truly, Milton H. Erickson, M.D.",1,0.3935154739310659
